███████▉ | 10693/12000 [1:08:40<08:51,  2.46it/s, train/grad_norm=0.225, train/loss=0.00128, train/lr=8.86e-6]
Steps:  95%|█████████▌| 11415/12000 [1:13:14<03:29,  2.79it/s, train/grad_norm=0.136, train/loss=0.00229, train/lr=8.63e-6] 
Steps:  95%|█████████▌| 11416/12000 [1:13:15<04:02,  2.41it/s, train/grad_norm=0.136, train/loss=0.00229, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11416/12000 [1:13:15<04:02,  2.41it/s, train/grad_norm=0.1, train/loss=0.00581, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11417/12000 [1:13:15<03:40,  2.64it/s, train/grad_norm=0.1, train/loss=0.00581, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11417/12000 [1:13:15<03:40,  2.64it/s, train/grad_norm=0.0923, train/loss=0.00465, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11418/12000 [1:13:15<03:24,  2.85it/s, train/grad_norm=0.0923, train/loss=0.00465, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11418/12000 [1:13:15<03:24,  2.85it/s, train/grad_norm=0.13, train/loss=0.0228, train/lr=8.63e-6]   
Steps:  95%|█████████▌| 11419/12000 [1:13:16<03:56,  2.46it/s, train/grad_norm=0.13, train/loss=0.0228, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11419/12000 [1:13:16<03:56,  2.46it/s, train/grad_norm=0.0567, train/loss=0.0019, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11420/12000 [1:13:16<03:36,  2.68it/s, train/grad_norm=0.0567, train/loss=0.0019, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11420/12000 [1:13:16<03:36,  2.68it/s, train/grad_norm=0.13, train/loss=0.0191, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11421/12000 [1:13:17<03:24,  2.83it/s, train/grad_norm=0.13, train/loss=0.0191, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11421/12000 [1:13:17<03:24,  2.83it/s, train/grad_norm=0.102, train/loss=0.00117, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11422/12000 [1:13:17<03:54,  2.47it/s, train/grad_norm=0.102, train/loss=0.00117, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11422/12000 [1:13:17<03:54,  2.47it/s, train/grad_norm=0.121, train/loss=0.012, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11423/12000 [1:13:17<03:34,  2.69it/s, train/grad_norm=0.121, train/loss=0.012, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11423/12000 [1:13:17<03:34,  2.69it/s, train/grad_norm=0.0907, train/loss=0.00087, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11424/12000 [1:13:18<03:22,  2.84it/s, train/grad_norm=0.0907, train/loss=0.00087, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11424/12000 [1:13:18<03:22,  2.84it/s, train/grad_norm=0.124, train/loss=0.00108, train/lr=8.63e-6] 
Steps:  95%|█████████▌| 11425/12000 [1:13:18<03:56,  2.43it/s, train/grad_norm=0.124, train/loss=0.00108, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11425/12000 [1:13:18<03:56,  2.43it/s, train/grad_norm=0.0892, train/loss=0.00134, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11426/12000 [1:13:19<03:36,  2.65it/s, train/grad_norm=0.0892, train/loss=0.00134, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11426/12000 [1:13:19<03:36,  2.65it/s, train/grad_norm=0.147, train/loss=0.0112, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11427/12000 [1:13:19<03:28,  2.75it/s, train/grad_norm=0.147, train/loss=0.0112, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11427/12000 [1:13:19<03:28,  2.75it/s, train/grad_norm=0.077, train/loss=0.000809, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11428/12000 [1:13:19<03:55,  2.43it/s, train/grad_norm=0.077, train/loss=0.000809, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11428/12000 [1:13:19<03:55,  2.43it/s, train/grad_norm=0.17, train/loss=0.00308, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11429/12000 [1:13:20<03:35,  2.65it/s, train/grad_norm=0.17, train/loss=0.00308, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11429/12000 [1:13:20<03:35,  2.65it/s, train/grad_norm=0.149, train/loss=0.000831, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11430/12000 [1:13:20<03:19,  2.86it/s, train/grad_norm=0.149, train/loss=0.000831, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11430/12000 [1:13:20<03:19,  2.86it/s, train/grad_norm=0.0927, train/loss=0.000973, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11431/12000 [1:13:21<03:49,  2.48it/s, train/grad_norm=0.0927, train/loss=0.000973, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11431/12000 [1:13:21<03:49,  2.48it/s, train/grad_norm=0.101, train/loss=0.00251, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11432/12000 [1:13:21<03:31,  2.69it/s, train/grad_norm=0.101, train/loss=0.00251, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11432/12000 [1:13:21<03:31,  2.69it/s, train/grad_norm=0.0951, train/loss=0.00616, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11433/12000 [1:13:21<03:18,  2.85it/s, train/grad_norm=0.0951, train/loss=0.00616, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11433/12000 [1:13:21<03:18,  2.85it/s, train/grad_norm=0.0955, train/loss=0.00105, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11434/12000 [1:13:22<03:53,  2.42it/s, train/grad_norm=0.0955, train/loss=0.00105, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11434/12000 [1:13:22<03:53,  2.42it/s, train/grad_norm=0.091, train/loss=0.0117, train/lr=8.63e-6]  
Steps:  95%|█████████▌| 11435/12000 [1:13:22<03:33,  2.65it/s, train/grad_norm=0.091, train/loss=0.0117, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11435/12000 [1:13:22<03:33,  2.65it/s, train/grad_norm=0.12, train/loss=0.00154, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11436/12000 [1:13:22<03:20,  2.82it/s, train/grad_norm=0.12, train/loss=0.00154, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11436/12000 [1:13:22<03:20,  2.82it/s, train/grad_norm=0.066, train/loss=0.000419, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11437/12000 [1:13:23<03:50,  2.44it/s, train/grad_norm=0.066, train/loss=0.000419, train/lr=8.63e-6]
Steps:  95%|█████████▌| 11437/12000 [1:13:23<03:50,  2.44it/s, train/grad_norm=0.11, train/loss=0.0035, train/lr=8.62e-6]   
Steps:  95%|█████████▌| 11438/12000 [1:13:23<03:30,  2.67it/s, train/grad_norm=0.11, train/loss=0.0035, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11438/12000 [1:13:23<03:30,  2.67it/s, train/grad_norm=0.0749, train/loss=0.00622, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11439/12000 [1:13:23<03:21,  2.78it/s, train/grad_norm=0.0749, train/loss=0.00622, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11439/12000 [1:13:23<03:21,  2.78it/s, train/grad_norm=0.0946, train/loss=0.000681, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11440/12000 [1:13:24<03:51,  2.42it/s, train/grad_norm=0.0946, train/loss=0.000681, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11440/12000 [1:13:24<03:51,  2.42it/s, train/grad_norm=0.0999, train/loss=0.00597, train/lr=8.62e-6] 
Steps:  95%|█████████▌| 11441/12000 [1:13:24<03:31,  2.65it/s, train/grad_norm=0.0999, train/loss=0.00597, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11441/12000 [1:13:24<03:31,  2.65it/s, train/grad_norm=0.0827, train/loss=0.00449, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11442/12000 [1:13:25<03:13,  2.88it/s, train/grad_norm=0.0827, train/loss=0.00449, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11442/12000 [1:13:25<03:13,  2.88it/s, train/grad_norm=0.0926, train/loss=0.00243, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11443/12000 [1:13:25<03:42,  2.50it/s, train/grad_norm=0.0926, train/loss=0.00243, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11443/12000 [1:13:25<03:42,  2.50it/s, train/grad_norm=0.0964, train/loss=0.00592, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11444/12000 [1:13:25<03:24,  2.71it/s, train/grad_norm=0.0964, train/loss=0.00592, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11444/12000 [1:13:25<03:24,  2.71it/s, train/grad_norm=0.0784, train/loss=0.0177, train/lr=8.62e-6] 
Steps:  95%|█████████▌| 11445/12000 [1:13:26<03:13,  2.87it/s, train/grad_norm=0.0784, train/loss=0.0177, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11445/12000 [1:13:26<03:13,  2.87it/s, train/grad_norm=0.146, train/loss=0.000405, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11446/12000 [1:13:26<03:44,  2.47it/s, train/grad_norm=0.146, train/loss=0.000405, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11446/12000 [1:13:26<03:44,  2.47it/s, train/grad_norm=0.12, train/loss=0.0157, train/lr=8.62e-6]   
Steps:  95%|█████████▌| 11447/12000 [1:13:27<03:25,  2.69it/s, train/grad_norm=0.12, train/loss=0.0157, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11447/12000 [1:13:27<03:25,  2.69it/s, train/grad_norm=0.144, train/loss=0.00586, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11448/12000 [1:13:27<03:14,  2.84it/s, train/grad_norm=0.144, train/loss=0.00586, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11448/12000 [1:13:27<03:14,  2.84it/s, train/grad_norm=0.198, train/loss=0.00726, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11449/12000 [1:13:27<03:43,  2.47it/s, train/grad_norm=0.198, train/loss=0.00726, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11449/12000 [1:13:27<03:43,  2.47it/s, train/grad_norm=0.0892, train/loss=0.00732, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11450/12000 [1:13:28<03:24,  2.69it/s, train/grad_norm=0.0892, train/loss=0.00732, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11450/12000 [1:13:28<03:24,  2.69it/s, train/grad_norm=0.153, train/loss=0.00418, train/lr=8.62e-6] 
Steps:  95%|█████████▌| 11451/12000 [1:13:28<03:15,  2.81it/s, train/grad_norm=0.153, train/loss=0.00418, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11451/12000 [1:13:28<03:15,  2.81it/s, train/grad_norm=0.0907, train/loss=0.00405, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11452/12000 [1:13:28<03:43,  2.46it/s, train/grad_norm=0.0907, train/loss=0.00405, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11452/12000 [1:13:28<03:43,  2.46it/s, train/grad_norm=0.199, train/loss=0.00272, train/lr=8.62e-6] 
Steps:  95%|█████████▌| 11453/12000 [1:13:29<03:24,  2.68it/s, train/grad_norm=0.199, train/loss=0.00272, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11453/12000 [1:13:29<03:24,  2.68it/s, train/grad_norm=0.144, train/loss=0.0147, train/lr=8.62e-6] 
Steps:  95%|█████████▌| 11454/12000 [1:13:29<03:14,  2.81it/s, train/grad_norm=0.144, train/loss=0.0147, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11454/12000 [1:13:29<03:14,  2.81it/s, train/grad_norm=0.197, train/loss=0.00152, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11455/12000 [1:13:30<03:41,  2.46it/s, train/grad_norm=0.197, train/loss=0.00152, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11455/12000 [1:13:30<03:41,  2.46it/s, train/grad_norm=0.196, train/loss=0.00377, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11456/12000 [1:13:30<03:22,  2.68it/s, train/grad_norm=0.196, train/loss=0.00377, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11456/12000 [1:13:30<03:22,  2.68it/s, train/grad_norm=0.151, train/loss=0.0119, train/lr=8.62e-6] 
Steps:  95%|█████████▌| 11457/12000 [1:13:30<03:06,  2.92it/s, train/grad_norm=0.151, train/loss=0.0119, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11457/12000 [1:13:30<03:06,  2.92it/s, train/grad_norm=0.228, train/loss=0.00808, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11458/12000 [1:13:31<03:34,  2.53it/s, train/grad_norm=0.228, train/loss=0.00808, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11458/12000 [1:13:31<03:34,  2.53it/s, train/grad_norm=0.0867, train/loss=0.00519, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11459/12000 [1:13:31<03:17,  2.74it/s, train/grad_norm=0.0867, train/loss=0.00519, train/lr=8.62e-6]
Steps:  95%|█████████▌| 11459/12000 [1:13:31<03:17,  2.74it/s, train/grad_norm=0.157, train/loss=0.000467, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11460/12000 [1:13:31<03:03,  2.94it/s, train/grad_norm=0.157, train/loss=0.000467, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11460/12000 [1:13:31<03:03,  2.94it/s, train/grad_norm=0.0874, train/loss=0.000549, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11461/12000 [1:13:32<03:32,  2.53it/s, train/grad_norm=0.0874, train/loss=0.000549, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11461/12000 [1:13:32<03:32,  2.53it/s, train/grad_norm=0.18, train/loss=0.00111, train/lr=8.62e-6]   
Steps:  96%|█████████▌| 11462/12000 [1:13:32<03:16,  2.73it/s, train/grad_norm=0.18, train/loss=0.00111, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11462/12000 [1:13:32<03:16,  2.73it/s, train/grad_norm=0.118, train/loss=0.0269, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11463/12000 [1:13:32<03:06,  2.88it/s, train/grad_norm=0.118, train/loss=0.0269, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11463/12000 [1:13:32<03:06,  2.88it/s, train/grad_norm=0.126, train/loss=0.00769, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11464/12000 [1:13:33<03:42,  2.41it/s, train/grad_norm=0.126, train/loss=0.00769, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11464/12000 [1:13:33<03:42,  2.41it/s, train/grad_norm=0.085, train/loss=0.000896, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11465/12000 [1:13:33<03:23,  2.63it/s, train/grad_norm=0.085, train/loss=0.000896, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11465/12000 [1:13:33<03:23,  2.63it/s, train/grad_norm=0.0925, train/loss=0.00377, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11466/12000 [1:13:34<03:11,  2.79it/s, train/grad_norm=0.0925, train/loss=0.00377, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11466/12000 [1:13:34<03:11,  2.79it/s, train/grad_norm=0.0794, train/loss=0.00226, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11467/12000 [1:13:34<03:39,  2.42it/s, train/grad_norm=0.0794, train/loss=0.00226, train/lr=8.62e-6]
Steps:  96%|█████████▌| 11467/12000 [1:13:34<03:39,  2.42it/s, train/grad_norm=0.106, train/loss=0.000578, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11468/12000 [1:13:34<03:20,  2.65it/s, train/grad_norm=0.106, train/loss=0.000578, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11468/12000 [1:13:34<03:20,  2.65it/s, train/grad_norm=0.105, train/loss=0.00326, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11469/12000 [1:13:35<03:07,  2.83it/s, train/grad_norm=0.105, train/loss=0.00326, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11469/12000 [1:13:35<03:07,  2.83it/s, train/grad_norm=0.122, train/loss=0.00808, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11470/12000 [1:13:35<03:40,  2.40it/s, train/grad_norm=0.122, train/loss=0.00808, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11470/12000 [1:13:35<03:40,  2.40it/s, train/grad_norm=0.215, train/loss=0.0123, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11471/12000 [1:13:36<03:21,  2.62it/s, train/grad_norm=0.215, train/loss=0.0123, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11471/12000 [1:13:36<03:21,  2.62it/s, train/grad_norm=0.101, train/loss=0.00124, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11472/12000 [1:13:36<03:11,  2.75it/s, train/grad_norm=0.101, train/loss=0.00124, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11472/12000 [1:13:36<03:11,  2.75it/s, train/grad_norm=0.149, train/loss=0.0289, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11473/12000 [1:13:36<03:45,  2.34it/s, train/grad_norm=0.149, train/loss=0.0289, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11473/12000 [1:13:36<03:45,  2.34it/s, train/grad_norm=0.0872, train/loss=0.0113, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11474/12000 [1:13:37<03:24,  2.58it/s, train/grad_norm=0.0872, train/loss=0.0113, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11474/12000 [1:13:37<03:24,  2.58it/s, train/grad_norm=0.147, train/loss=0.0124, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11475/12000 [1:13:37<03:13,  2.71it/s, train/grad_norm=0.147, train/loss=0.0124, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11475/12000 [1:13:37<03:13,  2.71it/s, train/grad_norm=0.0546, train/loss=0.000918, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11476/12000 [1:13:38<03:44,  2.34it/s, train/grad_norm=0.0546, train/loss=0.000918, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11476/12000 [1:13:38<03:44,  2.34it/s, train/grad_norm=0.159, train/loss=0.00511, train/lr=8.61e-6]  
Steps:  96%|█████████▌| 11477/12000 [1:13:38<03:22,  2.58it/s, train/grad_norm=0.159, train/loss=0.00511, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11477/12000 [1:13:38<03:22,  2.58it/s, train/grad_norm=0.0652, train/loss=0.0012, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11478/12000 [1:13:38<03:11,  2.72it/s, train/grad_norm=0.0652, train/loss=0.0012, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11478/12000 [1:13:38<03:11,  2.72it/s, train/grad_norm=0.172, train/loss=0.00736, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11479/12000 [1:13:39<03:42,  2.35it/s, train/grad_norm=0.172, train/loss=0.00736, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11479/12000 [1:13:39<03:42,  2.35it/s, train/grad_norm=0.0651, train/loss=0.00689, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11480/12000 [1:13:39<03:21,  2.58it/s, train/grad_norm=0.0651, train/loss=0.00689, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11480/12000 [1:13:39<03:21,  2.58it/s, train/grad_norm=0.14, train/loss=0.00268, train/lr=8.61e-6]  
Steps:  96%|█████████▌| 11481/12000 [1:13:39<03:13,  2.68it/s, train/grad_norm=0.14, train/loss=0.00268, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11481/12000 [1:13:39<03:13,  2.68it/s, train/grad_norm=0.0934, train/loss=0.00241, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11482/12000 [1:13:40<03:38,  2.37it/s, train/grad_norm=0.0934, train/loss=0.00241, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11482/12000 [1:13:40<03:38,  2.37it/s, train/grad_norm=0.0656, train/loss=0.00129, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11483/12000 [1:13:40<03:18,  2.60it/s, train/grad_norm=0.0656, train/loss=0.00129, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11483/12000 [1:13:40<03:18,  2.60it/s, train/grad_norm=0.0772, train/loss=0.0153, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11484/12000 [1:13:41<03:06,  2.77it/s, train/grad_norm=0.0772, train/loss=0.0153, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11484/12000 [1:13:41<03:06,  2.77it/s, train/grad_norm=0.105, train/loss=0.00389, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11485/12000 [1:13:41<03:35,  2.39it/s, train/grad_norm=0.105, train/loss=0.00389, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11485/12000 [1:13:41<03:35,  2.39it/s, train/grad_norm=0.058, train/loss=0.000638, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11486/12000 [1:13:41<03:16,  2.62it/s, train/grad_norm=0.058, train/loss=0.000638, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11486/12000 [1:13:41<03:16,  2.62it/s, train/grad_norm=0.0911, train/loss=0.0105, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11487/12000 [1:13:42<03:01,  2.83it/s, train/grad_norm=0.0911, train/loss=0.0105, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11487/12000 [1:13:42<03:01,  2.83it/s, train/grad_norm=0.0868, train/loss=0.00255, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11488/12000 [1:13:42<03:28,  2.46it/s, train/grad_norm=0.0868, train/loss=0.00255, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11488/12000 [1:13:42<03:28,  2.46it/s, train/grad_norm=0.0872, train/loss=0.00569, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11489/12000 [1:13:43<03:10,  2.68it/s, train/grad_norm=0.0872, train/loss=0.00569, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11489/12000 [1:13:43<03:10,  2.68it/s, train/grad_norm=0.101, train/loss=0.00673, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11490/12000 [1:13:43<03:00,  2.83it/s, train/grad_norm=0.101, train/loss=0.00673, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11490/12000 [1:13:43<03:00,  2.83it/s, train/grad_norm=0.0362, train/loss=0.000956, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11491/12000 [1:13:43<03:27,  2.46it/s, train/grad_norm=0.0362, train/loss=0.000956, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11491/12000 [1:13:43<03:27,  2.46it/s, train/grad_norm=0.0957, train/loss=0.0124, train/lr=8.61e-6]  
Steps:  96%|█████████▌| 11492/12000 [1:13:44<03:09,  2.68it/s, train/grad_norm=0.0957, train/loss=0.0124, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11492/12000 [1:13:44<03:09,  2.68it/s, train/grad_norm=0.0374, train/loss=0.00152, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11493/12000 [1:13:44<02:59,  2.82it/s, train/grad_norm=0.0374, train/loss=0.00152, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11493/12000 [1:13:44<02:59,  2.82it/s, train/grad_norm=0.0748, train/loss=0.000784, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11494/12000 [1:13:45<03:26,  2.45it/s, train/grad_norm=0.0748, train/loss=0.000784, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11494/12000 [1:13:45<03:26,  2.45it/s, train/grad_norm=0.0434, train/loss=0.00663, train/lr=8.61e-6] 
Steps:  96%|█████████▌| 11495/12000 [1:13:45<03:09,  2.67it/s, train/grad_norm=0.0434, train/loss=0.00663, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11495/12000 [1:13:45<03:09,  2.67it/s, train/grad_norm=0.0653, train/loss=0.00438, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11496/12000 [1:13:45<03:00,  2.79it/s, train/grad_norm=0.0653, train/loss=0.00438, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11496/12000 [1:13:45<03:00,  2.79it/s, train/grad_norm=0.0573, train/loss=0.000513, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11497/12000 [1:13:46<03:26,  2.43it/s, train/grad_norm=0.0573, train/loss=0.000513, train/lr=8.61e-6]
Steps:  96%|█████████▌| 11497/12000 [1:13:46<03:26,  2.43it/s, train/grad_norm=0.118, train/loss=0.00252, train/lr=8.6e-6]   
Steps:  96%|█████████▌| 11498/12000 [1:13:46<03:08,  2.66it/s, train/grad_norm=0.118, train/loss=0.00252, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11498/12000 [1:13:46<03:08,  2.66it/s, train/grad_norm=0.0406, train/loss=0.000829, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11499/12000 [1:13:46<02:55,  2.85it/s, train/grad_norm=0.0406, train/loss=0.000829, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11499/12000 [1:13:46<02:55,  2.85it/s, train/grad_norm=0.0801, train/loss=0.00165, train/lr=8.6e-6] 
Steps:  96%|█████████▌| 11500/12000 [1:13:47<03:23,  2.46it/s, train/grad_norm=0.0801, train/loss=0.00165, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11500/12000 [1:13:47<03:23,  2.46it/s, train/grad_norm=0.0411, train/loss=0.00654, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11501/12000 [1:13:47<03:06,  2.67it/s, train/grad_norm=0.0411, train/loss=0.00654, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11501/12000 [1:13:47<03:06,  2.67it/s, train/grad_norm=0.0965, train/loss=0.0175, train/lr=8.6e-6] 
Steps:  96%|█████████▌| 11502/12000 [1:13:47<03:00,  2.75it/s, train/grad_norm=0.0965, train/loss=0.0175, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11502/12000 [1:13:47<03:00,  2.75it/s, train/grad_norm=0.109, train/loss=0.0204, train/lr=8.6e-6] 
Steps:  96%|█████████▌| 11503/12000 [1:13:48<03:27,  2.40it/s, train/grad_norm=0.109, train/loss=0.0204, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11503/12000 [1:13:48<03:27,  2.40it/s, train/grad_norm=0.0942, train/loss=0.00123, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11504/12000 [1:13:48<03:08,  2.63it/s, train/grad_norm=0.0942, train/loss=0.00123, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11504/12000 [1:13:48<03:08,  2.63it/s, train/grad_norm=0.0496, train/loss=0.00285, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11505/12000 [1:13:49<02:58,  2.78it/s, train/grad_norm=0.0496, train/loss=0.00285, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11505/12000 [1:13:49<02:58,  2.78it/s, train/grad_norm=0.0862, train/loss=0.000957, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11506/12000 [1:13:49<03:21,  2.45it/s, train/grad_norm=0.0862, train/loss=0.000957, train/lr=8.6e-6]
Steps:  96%|█████████▌| 11506/12000 [1:13:49<03:21,  2.45it/s, train/grad_norm=0.0796, train/loss=0.00173, train/lr=8.6e-6] 
Steps:  96%|█████████▌| 11507/12000 [1:13:49<03:04,  2.67it/s, train/grad_norm=0.0796, train/loss=0.00173, train/lr=8.6e-6]
